# Source File: event_5672563_fa2a52e3-2d82-455d-8ff3-dbdb28f453da.gsdata
# Data Type:   GS Data
# Record Count: 2100
# Format: dateTime (epoch ms), dateTime (UTC ISO), x, y, z
dateTime,dateTimeISO,x,y,z
1787485582660,2026-08-23T11:46:22.660Z,70,-34,979
1787485582670,2026-08-23T11:46:22.670Z,-20,-26,1013
1787485582680,2026-08-23T11:46:22.680Z,-24,-12,1013
1787485582690,2026-08-23T11:46:22.690Z,101,-19,1067
1787485582700,2026-08-23T11:46:22.700Z,77,-31,1046
1787485582710,2026-08-23T11:46:22.710Z,-66,-37,1034
1787485582720,2026-08-23T11:46:22.720Z,5,-26,995
1787485582730,2026-08-23T11:46:22.730Z,175,-21,1036
1787485582740,2026-08-23T11:46:22.740Z,78,-38,1006
1787485582750,2026-08-23T11:46:22.750Z,-23,-49,1008
1787485582760,2026-08-23T11:46:22.760Z,29,-13,1034
1787485582770,2026-08-23T11:46:22.770Z,38,-15,1069
1787485582780,2026-08-23T11:46:22.780Z,106,0,1071
1787485582790,2026-08-23T11:46:22.790Z,-3,2,973
1787485582800,2026-08-23T11:46:22.800Z,130,40,984
1787485582810,2026-08-23T11:46:22.810Z,94,-8,1017
1787485582820,2026-08-23T11:46:22.820Z,188,-42,1090
1787485582830,2026-08-23T11:46:22.830Z,101,-93,992
1787485582840,2026-08-23T11:46:22.840Z,45,-45,851
1787485582850,2026-08-23T11:46:22.850Z,32,-45,830
1787485582860,2026-08-23T11:46:22.860Z,41,-1,905
1787485582870,2026-08-23T11:46:22.870Z,57,29,911
1787485582880,2026-08-23T11:46:22.880Z,217,64,991
1787485582890,2026-08-23T11:46:22.890Z,180,39,978
1787485582900,2026-08-23T11:46:22.900Z,260,18,971
1787485582910,2026-08-23T11:46:22.910Z,139,-18,888
1787485582920,2026-08-23T11:46:22.920Z,126,-46,920
1787485582930,2026-08-23T11:46:22.930Z,72,-58,927
1787485582940,2026-08-23T11:46:22.940Z,53,-90,949
1787485582950,2026-08-23T11:46:22.950Z,-66,-104,950
1787485582960,2026-08-23T11:46:22.960Z,26,-45,928
1787485582970,2026-08-23T11:46:22.970Z,-99,-3,883
1787485582980,2026-08-23T11:46:22.980Z,110,60,1090
1787485582990,2026-08-23T11:46:22.990Z,113,43,1069
1787485583000,2026-08-23T11:46:23.000Z,147,45,1064
1787485583010,2026-08-23T11:46:23.010Z,127,-2,981
1787485583020,2026-08-23T11:46:23.020Z,58,-50,962
1787485583030,2026-08-23T11:46:23.030Z,38,-59,889
1787485583040,2026-08-23T11:46:23.040Z,53,-47,881
1787485583050,2026-08-23T11:46:23.050Z,21,-58,939
1787485583060,2026-08-23T11:46:23.060Z,81,-20,1081
1787485583070,2026-08-23T11:46:23.070Z,65,-3,1036
1787485583080,2026-08-23T11:46:23.080Z,121,-25,966
1787485583090,2026-08-23T11:46:23.090Z,52,-15,940
1787485583100,2026-08-23T11:46:23.100Z,-52,12,923
1787485583110,2026-08-23T11:46:23.110Z,-70,21,909
1787485583120,2026-08-23T11:46:23.120Z,60,-23,937
1787485583130,2026-08-23T11:46:23.130Z,128,-26,1025
1787485583140,2026-08-23T11:46:23.140Z,21,-43,968
1787485583150,2026-08-23T11:46:23.150Z,-8,-30,1026
1787485583160,2026-08-23T11:46:23.160Z,-8,-30,1026
1787485583170,2026-08-23T11:46:23.170Z,100,-15,1036
1787485583180,2026-08-23T11:46:23.180Z,-67,-40,881
1787485583190,2026-08-23T11:46:23.190Z,-43,-1,986
1787485583200,2026-08-23T11:46:23.200Z,52,-15,1072
1787485583210,2026-08-23T11:46:23.210Z,25,-48,1063
1787485583220,2026-08-23T11:46:23.220Z,-60,-90,1061
1787485583230,2026-08-23T11:46:23.230Z,-32,-12,998
1787485583240,2026-08-23T11:46:23.240Z,-28,20,1054
1787485583250,2026-08-23T11:46:23.250Z,162,59,1067
1787485583260,2026-08-23T11:46:23.260Z,167,22,1054
