# Source File: event_3813702_da880469-2471-45c2-ae44-d1251e636076.gsdata
# Data Type:   GS Data
# Record Count: 2100
# Format: dateTime (epoch ms), dateTime (UTC ISO), x, y, z
dateTime,dateTimeISO,x,y,z
1785331292780,2026-07-29T13:21:32.780Z,-58,-28,1010
1785331292790,2026-07-29T13:21:32.790Z,-58,-28,1010
1785331292800,2026-07-29T13:21:32.800Z,-174,0,794
1785331292810,2026-07-29T13:21:32.810Z,-40,-3,918
1785331292820,2026-07-29T13:21:32.820Z,201,-1,1138
1785331292830,2026-07-29T13:21:32.830Z,272,-60,1144
1785331292840,2026-07-29T13:21:32.840Z,272,-60,1144
1785331292850,2026-07-29T13:21:32.850Z,-53,-43,983
1785331292860,2026-07-29T13:21:32.860Z,-123,-23,860
1785331292870,2026-07-29T13:21:32.870Z,-123,-23,860
1785331292880,2026-07-29T13:21:32.880Z,-144,-81,684
1785331292890,2026-07-29T13:21:32.890Z,-160,-137,832
1785331292900,2026-07-29T13:21:32.900Z,-138,-121,1122
1785331292910,2026-07-29T13:21:32.910Z,242,-107,1209
1785331292920,2026-07-29T13:21:32.920Z,126,-78,1024
1785331292930,2026-07-29T13:21:32.930Z,200,-38,919
1785331292940,2026-07-29T13:21:32.940Z,-39,-3,903
1785331292950,2026-07-29T13:21:32.950Z,-148,1,848
1785331292960,2026-07-29T13:21:32.960Z,-114,-43,994
1785331292970,2026-07-29T13:21:32.970Z,12,-18,1051
1785331292980,2026-07-29T13:21:32.980Z,51,-106,1181
1785331292990,2026-07-29T13:21:32.990Z,19,-106,1069
1785331293000,2026-07-29T13:21:33.000Z,244,-96,1067
1785331293010,2026-07-29T13:21:33.010Z,88,-111,943
1785331293020,2026-07-29T13:21:33.020Z,88,-111,943
1785331293030,2026-07-29T13:21:33.030Z,-68,-123,821
1785331293040,2026-07-29T13:21:33.040Z,101,-144,798
1785331293050,2026-07-29T13:21:33.050Z,-196,-179,758
1785331293060,2026-07-29T13:21:33.060Z,-69,-107,984
1785331293070,2026-07-29T13:21:33.070Z,58,-81,1062
1785331293080,2026-07-29T13:21:33.080Z,150,-12,970
1785331293090,2026-07-29T13:21:33.090Z,150,-12,970
1785331293100,2026-07-29T13:21:33.100Z,96,9,932
1785331293110,2026-07-29T13:21:33.110Z,-15,-19,882
1785331293120,2026-07-29T13:21:33.120Z,-7,-59,790
1785331293130,2026-07-29T13:21:33.130Z,46,-131,863
1785331293140,2026-07-29T13:21:33.140Z,-124,-150,948
1785331293150,2026-07-29T13:21:33.150Z,210,-141,1171
1785331293160,2026-07-29T13:21:33.160Z,14,-127,1107
1785331293170,2026-07-29T13:21:33.170Z,93,-81,1111
1785331293180,2026-07-29T13:21:33.180Z,-109,-55,791
1785331293190,2026-07-29T13:21:33.190Z,4,0,789
1785331293200,2026-07-29T13:21:33.200Z,-241,17,706
1785331293210,2026-07-29T13:21:33.210Z,11,47,990
1785331293220,2026-07-29T13:21:33.220Z,-47,35,1230
1785331293230,2026-07-29T13:21:33.230Z,254,-87,1193
1785331293240,2026-07-29T13:21:33.240Z,-73,-175,995
1785331293250,2026-07-29T13:21:33.250Z,328,-178,920
1785331293260,2026-07-29T13:21:33.260Z,200,-77,895
1785331293270,2026-07-29T13:21:33.270Z,-204,-28,687
1785331293280,2026-07-29T13:21:33.280Z,-174,103,854
1785331293290,2026-07-29T13:21:33.290Z,-174,103,854
1785331293300,2026-07-29T13:21:33.300Z,-64,8,1241
1785331293310,2026-07-29T13:21:33.310Z,-3,-60,1095
1785331293320,2026-07-29T13:21:33.320Z,148,-84,936
1785331293330,2026-07-29T13:21:33.330Z,-142,-166,889
1785331293340,2026-07-29T13:21:33.340Z,64,-163,1005
1785331293350,2026-07-29T13:21:33.350Z,-39,-107,783
1785331293360,2026-07-29T13:21:33.360Z,-105,-41,688
1785331293370,2026-07-29T13:21:33.370Z,11,100,1031
1785331293380,2026-07-29T13:21:33.380Z,98,66,1211
1785331293390,2026-07-29T13:21:33.390Z,250,18,1183
1785331293400,2026-07-29T13:21:33.400Z,244,-67,993
1785331293410,2026-07-29T13:21:33.410Z,169,-66,875
1785331293420,2026-07-29T13:21:33.420Z,-61,-19,887
1785331293430,2026-07-29T13:21:33.430Z,57,6,982
1785331293440,2026-07-29T13:21:33.440Z,-297,-23,926
1785331293450,2026-07-29T13:21:33.450Z,25,-27,1127
1785331293460,2026-07-29T13:21:33.460Z,23,-37,1291
1785331293470,2026-07-29T13:21:33.470Z,-148,-60,924
1785331293480,2026-07-29T13:21:33.480Z,146,-56,860
1785331293490,2026-07-29T13:21:33.490Z,-75,-38,873
1785331293500,2026-07-29T13:21:33.500Z,77,-6,978
1785331293510,2026-07-29T13:21:33.510Z,119,-74,978
1785331293520,2026-07-29T13:21:33.520Z,68,-55,945
1785331293530,2026-07-29T13:21:33.530Z,-168,-58,814
1785331293540,2026-07-29T13:21:33.540Z,-105,-52,1088
1785331293550,2026-07-29T13:21:33.550Z,-46,-53,1227
1785331293560,2026-07-29T13:21:33.560Z,-8,-74,1211
1785331293570,2026-07-29T13:21:33.570Z,48,-98,1123
1785331293580,2026-07-29T13:21:33.580Z,-49,-71,932
1785331293590,2026-07-29T13:21:33.590Z,-49,-71,932
1785331293600,2026-07-29T13:21:33.600Z,62,-14,778
1785331293610,2026-07-29T13:21:33.610Z,-117,-66,854
1785331293620,2026-07-29T13:21:33.620Z,45,-135,1079
1785331293630,2026-07-29T13:21:33.630Z,131,-200,1205
1785331293640,2026-07-29T13:21:33.640Z,340,-230,1210
1785331293650,2026-07-29T13:21:33.650Z,155,-211,874
1785331293660,2026-07-29T13:21:33.660Z,128,-159,803
1785331293670,2026-07-29T13:21:33.670Z,12,-74,782
1785331293680,2026-07-29T13:21:33.680Z,-20,-52,816
1785331293690,2026-07-29T13:21:33.690Z,-159,1,828
1785331293700,2026-07-29T13:21:33.700Z,-114,15,950
1785331293710,2026-07-29T13:21:33.710Z,-84,-51,1052
1785331293720,2026-07-29T13:21:33.720Z,-47,-132,965
1785331293730,2026-07-29T13:21:33.730Z,120,-174,846
1785331293740,2026-07-29T13:21:33.740Z,1,-192,880
1785331293750,2026-07-29T13:21:33.750Z,53,-180,910
1785331293760,2026-07-29T13:21:33.760Z,-107,-181,937
1785331293770,2026-07-29T13:21:33.770Z,-194,-184,876
1785331293780,2026-07-29T13:21:33.780Z,-71,-177,996
1785331293790,2026-07-29T13:21:33.790Z,-63,-165,1041
1785331293800,2026-07-29T13:21:33.800Z,-6,-132,974
1785331293810,2026-07-29T13:21:33.810Z,-6,-132,974
1785331293820,2026-07-29T13:21:33.820Z,137,-135,1098
1785331293830,2026-07-29T13:21:33.830Z,94,-163,981
1785331293840,2026-07-29T13:21:33.840Z,74,-137,916
1785331293850,2026-07-29T13:21:33.850Z,-68,-87,806
1785331293860,2026-07-29T13:21:33.860Z,-181,-1,845
1785331293870,2026-07-29T13:21:33.870Z,-41,-19,935
1785331293880,2026-07-29T13:21:33.880Z,-96,-89,1037
1785331293890,2026-07-29T13:21:33.890Z,12,-252,1128
1785331293900,2026-07-29T13:21:33.900Z,103,-314,1068
1785331293910,2026-07-29T13:21:33.910Z,109,-269,925
1785331293920,2026-07-29T13:21:33.920Z,3,-207,853
1785331293930,2026-07-29T13:21:33.930Z,-96,-23,930
1785331293940,2026-07-29T13:21:33.940Z,112,37,966
1785331293950,2026-07-29T13:21:33.950Z,-241,9,932
1785331293960,2026-07-29T13:21:33.960Z,162,-28,1214
1785331293970,2026-07-29T13:21:33.970Z,128,-153,1066
1785331293980,2026-07-29T13:21:33.980Z,82,-213,819
1785331293990,2026-07-29T13:21:33.990Z,-49,-174,897
1785331294000,2026-07-29T13:21:34.000Z,112,-91,1029
1785331294010,2026-07-29T13:21:34.010Z,-10,2,1050
1785331294020,2026-07-29T13:21:34.020Z,-10,2,1050
1785331294030,2026-07-29T13:21:34.030Z,-69,64,946
1785331294040,2026-07-29T13:21:34.040Z,-152,20,857
1785331294050,2026-07-29T13:21:34.050Z,38,-113,982
1785331294060,2026-07-29T13:21:34.060Z,84,-149,1089
1785331294070,2026-07-29T13:21:34.070Z,59,-198,1127
1785331294080,2026-07-29T13:21:34.080Z,39,-83,929
1785331294090,2026-07-29T13:21:34.090Z,39,-83,929
1785331294100,2026-07-29T13:21:34.100Z,39,98,883
1785331294110,2026-07-29T13:21:34.110Z,-107,119,854
1785331294120,2026-07-29T13:21:34.120Z,-87,61,841
1785331294130,2026-07-29T13:21:34.130Z,198,9,1153
1785331294140,2026-07-29T13:21:34.140Z,12,-31,1031
1785331294150,2026-07-29T13:21:34.150Z,-27,-50,928
1785331294160,2026-07-29T13:21:34.160Z,178,-99,987
1785331294170,2026-07-29T13:21:34.170Z,7,-55,972
1785331294180,2026-07-29T13:21:34.180Z,-43,-47,981
1785331294190,2026-07-29T13:21:34.190Z,-145,-17,865
1785331294200,2026-07-29T13:21:34.200Z,-17,13,907
1785331294210,2026-07-29T13:21:34.210Z,199,104,1030
1785331294220,2026-07-29T13:21:34.220Z,-141,63,867
1785331294230,2026-07-29T13:21:34.230Z,284,50,1092
1785331294240,2026-07-29T13:21:34.240Z,138,23,1019
1785331294250,2026-07-29T13:21:34.250Z,129,-79,882
1785331294260,2026-07-29T13:21:34.260Z,81,-68,913
1785331294270,2026-07-29T13:21:34.270Z,-110,-43,812
1785331294280,2026-07-29T13:21:34.280Z,-132,-17,839
1785331294290,2026-07-29T13:21:34.290Z,-85,93,1026
1785331294300,2026-07-29T13:21:34.300Z,-85,93,1026
1785331294310,2026-07-29T13:21:34.310Z,-85,93,1026
1785331294320,2026-07-29T13:21:34.320Z,43,17,1010
1785331294330,2026-07-29T13:21:34.330Z,23,-75,905
1785331294340,2026-07-29T13:21:34.340Z,-43,-75,902
1785331294350,2026-07-29T13:21:34.350Z,-29,-71,956
1785331294360,2026-07-29T13:21:34.360Z,-47,-72,993
1785331294370,2026-07-29T13:21:34.370Z,-189,-76,1031
1785331294380,2026-07-29T13:21:34.380Z,187,-50,1111
1785331294390,2026-07-29T13:21:34.390Z,-180,-49,1054
1785331294400,2026-07-29T13:21:34.400Z,-152,-109,941
1785331294410,2026-07-29T13:21:34.410Z,-152,-109,941
1785331294420,2026-07-29T13:21:34.420Z,-155,-77,844
1785331294430,2026-07-29T13:21:34.430Z,-18,7,915
1785331294440,2026-07-29T13:21:34.440Z,-18,7,915
1785331294450,2026-07-29T13:21:34.450Z,-218,78,1020
1785331294460,2026-07-29T13:21:34.460Z,75,44,1185
1785331294470,2026-07-29T13:21:34.470Z,75,44,1185
1785331294480,2026-07-29T13:21:34.480Z,113,-120,1018
1785331294490,2026-07-29T13:21:34.490Z,145,-205,901
1785331294500,2026-07-29T13:21:34.500Z,-31,-215,838
1785331294510,2026-07-29T13:21:34.510Z,9,-240,849
1785331294520,2026-07-29T13:21:34.520Z,-173,-133,922
1785331294530,2026-07-29T13:21:34.530Z,-247,-107,998
1785331294540,2026-07-29T13:21:34.540Z,158,-12,1212
1785331294550,2026-07-29T13:21:34.550Z,27,-13,1128
1785331294560,2026-07-29T13:21:34.560Z,176,-37,1045
1785331294570,2026-07-29T13:21:34.570Z,56,-78,998
1785331294580,2026-07-29T13:21:34.580Z,-21,-114,951
1785331294590,2026-07-29T13:21:34.590Z,-51,-121,907
1785331294600,2026-07-29T13:21:34.600Z,146,-152,1003
